timestamp,node_id,gpu_id,temp_c,power_w,gpu_util,mem_util,fan_pct,throttle_flag,ecc_errors,pcie_replay,xid_errors,nvlink_crc,ib_crc,packet_drops,nccl_latency_ms,rack_power_kw,pdu_current_a,coolant_flow_lpm,coolant_pressure_psi,coolant_supply_c,coolant_return_c,job_queue_depth,pod_restarts,oom_events,storage_iops,network_tx_gbps,tenant_id,job_id
t0000,gpu-node-02,2,65.27,211.98,39.39,38.1,39.8,0,0,0,0,0,0,0,9.65,48.89,141.28,40.66,35.07,19.88,25.36,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-02,3,68.06,214.05,46.8,44.36,42.02,0,0,0,0,0,0,0,9.65,52.47,138.06,41.6,33.72,19.12,26.41,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-03,0,68.33,206.16,47.6,60.41,39.45,0,0,0,0,0,0,0,7.21,50.78,139.18,42.45,35.6,19.88,26.28,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-03,1,65.62,189.93,40.49,50.3,43.13,0,0,0,0,0,0,0,7.21,49.64,143.36,41.26,34.37,20.17,25.73,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-03,2,68.5,233.37,40.78,26.05,35.22,0,0,0,0,0,0,0,7.21,45.55,133.46,39.71,32.78,20.1,26.59,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-03,3,67.74,206.67,42.05,55.05,44.58,0,0,0,0,0,0,0,7.21,51.9,144.93,42.21,33.09,20.11,26.6,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-04,0,66.85,221.0,53.31,57.33,34.93,0,0,0,0,0,0,0,8.73,52.09,142.94,43.53,34.45,20.34,26.17,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-04,1,65.59,177.13,31.08,15.65,38.58,0,0,0,0,0,0,0,8.73,48.91,131.52,38.9,32.16,19.46,25.86,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-04,2,64.12,193.35,39.09,36.27,40.86,0,0,0,0,0,0,0,8.73,47.66,134.55,41.08,35.44,19.05,25.11,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-04,3,67.6,208.98,42.93,66.74,48.42,0,0,0,0,0,0,0,8.73,53.26,141.96,40.33,34.76,19.91,26.1,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-05,0,62.84,198.65,32.35,31.15,40.15,0,0,0,0,0,0,0,5.75,50.17,135.39,44.05,34.7,19.62,25.84,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-05,1,64.14,177.75,41.13,49.84,37.99,0,0,0,0,0,0,0,5.75,50.65,135.59,42.47,34.34,19.64,25.95,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-05,2,64.82,189.14,37.5,37.23,42.13,0,0,0,0,0,0,0,5.75,48.45,133.99,43.37,32.1,19.88,24.87,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-05,3,62.46,212.66,47.51,50.52,35.96,0,0,0,0,0,0,0,5.75,54.94,133.97,43.82,35.21,20.02,25.22,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-06,0,63.38,181.84,41.42,46.89,45.29,0,0,0,0,0,0,0,7.89,49.53,131.85,41.32,32.83,19.96,25.96,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-06,1,63.76,176.65,38.29,39.31,41.1,0,0,0,0,0,0,0,7.89,51.3,137.23,42.07,32.57,19.66,25.84,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-06,2,71.75,218.03,45.26,50.86,49.22,0,0,0,0,0,0,0,7.89,49.48,134.27,41.26,34.35,19.2,25.21,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-06,3,62.94,176.74,40.23,48.89,37.68,0,0,0,0,0,0,0,7.89,52.41,136.82,41.96,34.28,19.61,25.97,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-07,0,62.38,203.62,35.62,45.76,38.49,0,0,0,0,0,0,0,6.51,49.51,126.61,40.92,34.92,20.46,26.14,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-07,1,63.47,219.78,42.76,36.49,42.72,0,0,0,0,0,0,0,6.51,51.73,137.47,41.57,31.91,19.72,25.68,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-07,2,65.12,200.84,43.51,57.6,38.49,0,0,0,0,0,0,0,6.51,53.42,139.8,42.17,34.12,20.73,26.51,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-07,3,61.99,173.42,32.72,38.89,43.81,0,0,0,0,0,0,0,6.51,49.32,132.67,42.21,34.6,20.13,26.64,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-08,0,69.26,216.44,53.99,62.65,44.47,0,0,0,0,0,0,0,8.09,48.45,134.08,43.39,34.7,20.26,25.64,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-08,1,65.86,190.2,51.83,66.93,36.39,0,0,0,0,0,0,0,8.09,49.78,133.8,40.85,33.82,20.39,26.12,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-08,2,67.92,205.37,59.33,46.17,42.97,0,0,0,0,0,0,0,8.09,52.15,135.99,43.4,34.35,20.62,26.11,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-08,3,68.06,178.46,38.74,51.85,46.47,0,0,0,0,0,0,0,8.09,51.04,137.89,40.78,33.52,20.69,26.45,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-09,0,60.89,186.11,38.32,25.89,39.23,0,0,0,0,0,0,0,8.63,53.94,137.83,42.17,33.71,19.94,25.34,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-09,1,65.73,187.24,35.22,34.11,33.34,0,0,0,0,0,0,0,8.63,50.76,133.8,42.62,33.51,19.93,26.44,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-09,2,73.17,239.32,54.99,69.53,48.68,0,0,0,0,0,0,0,8.63,52.65,139.08,43.16,34.32,19.78,25.28,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-09,3,65.97,210.76,36.17,27.92,48.27,0,0,0,0,0,0,0,8.63,48.82,136.53,42.66,33.54,19.62,25.56,2,0,0,100,20,tenant-1,job-0
t0000,gpu-node-10,0,71.65,223.79,39.88,32.5,45.02,0,0,0,0,0,0,0,6.53,49.24,131.03,41.68,34.26,19.74,25.62,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-10,1,62.69,194.37,36.15,45.94,41.2,0,0,0,0,0,0,0,6.53,51.86,141.09,40.83,33.36,19.55,27.56,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-10,2,65.91,195.11,38.14,36.29,44.98,0,0,0,0,0,0,0,6.53,50.94,134.96,42.72,35.22,18.82,24.54,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-10,3,72.59,218.24,51.95,35.79,48.03,0,0,0,0,0,0,0,6.53,51.36,135.47,42.29,33.15,19.21,25.0,2,0,0,100,20,tenant-2,job-0
t0000,gpu-node-11,0,64.31,198.06,40.58,40.74,48.58,0,0,0,0,0,0,0,8.66,53.27,147.03,43.77,34.25,19.95,26.08,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-11,1,67.89,166.36,36.59,41.55,40.26,0,0,0,0,0,0,0,8.66,46.15,131.22,43.05,34.4,20.53,26.1,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-11,2,64.78,187.69,49.21,59.55,41.29,0,0,0,0,0,0,0,8.66,48.03,133.88,40.38,33.87,20.32,26.3,2,0,0,100,20,tenant-0,job-0
t0000,gpu-node-11,3,64.61,214.78,44.31,33.0,44.06,0,0,0,0,0,0,0,8.66,52.8,137.19,42.72,33.7,19.98,25.59,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-00,0,65.21,207.83,40.92,18.71,39.96,0,0,0,0,0,0,0,8.19,50.25,132.95,42.46,35.79,20.19,25.51,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-00,1,64.35,180.52,34.54,26.74,47.31,0,0,0,0,0,0,0,8.19,49.07,138.22,43.37,34.65,19.83,25.91,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-00,2,67.85,211.23,35.62,29.59,42.85,0,0,0,0,0,0,0,8.19,50.02,134.48,42.2,34.12,20.08,26.48,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-00,3,63.88,169.55,26.2,40.69,42.59,0,0,0,0,0,0,0,8.19,52.18,142.84,41.22,33.81,19.66,25.81,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-01,0,63.56,176.98,38.24,52.04,39.66,0,0,0,0,0,0,0,8.79,55.46,138.32,43.01,34.14,19.77,26.01,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-01,1,65.33,203.38,44.87,39.45,42.89,0,0,0,0,0,0,0,8.79,49.05,134.91,42.28,34.63,20.29,26.46,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-01,2,63.57,196.99,31.76,57.76,36.7,0,0,0,0,0,0,0,8.79,47.99,133.54,42.12,32.46,19.98,26.21,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-01,3,71.17,228.0,51.48,39.03,45.09,0,0,0,0,0,0,0,8.79,49.57,139.38,41.84,33.78,20.01,26.07,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-02,0,66.44,209.5,48.3,51.24,43.72,0,0,0,0,0,0,0,8.37,50.4,129.81,44.33,34.5,19.88,26.18,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-02,1,69.32,226.11,48.34,40.78,40.08,0,0,0,0,0,0,0,8.37,51.48,136.44,43.44,33.88,20.3,26.86,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-02,2,63.92,192.0,36.52,44.45,43.13,0,0,0,0,0,0,0,8.37,48.29,129.67,39.65,33.18,19.98,25.63,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-02,3,69.85,202.81,52.96,59.84,40.26,0,0,0,0,0,0,0,8.37,51.6,140.36,42.15,32.38,20.19,26.19,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-03,0,62.58,186.93,33.26,12.58,38.89,0,0,0,0,0,0,0,7.95,46.05,130.88,43.74,34.68,20.1,26.4,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-03,1,65.43,193.04,34.41,35.35,45.48,0,0,0,0,0,0,0,7.95,51.64,132.28,42.14,34.01,19.98,26.66,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-03,2,68.12,208.0,49.9,47.19,42.19,0,0,0,0,0,0,0,7.95,47.93,128.98,40.48,34.05,19.81,25.69,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-03,3,62.88,196.45,35.64,18.71,43.28,0,0,0,0,0,0,0,7.95,48.61,132.97,42.54,33.97,20.21,26.1,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-04,0,65.61,180.34,45.15,43.68,39.78,0,0,0,0,0,0,0,7.81,49.8,139.42,41.38,33.94,20.03,26.63,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-04,1,65.43,208.2,42.58,33.07,37.74,0,0,0,0,0,0,0,7.81,53.36,137.95,41.95,34.44,20.29,26.04,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-04,2,67.36,225.84,48.43,38.46,47.29,0,0,0,0,0,0,0,7.81,52.18,139.29,40.41,33.99,20.89,27.52,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-04,3,64.97,207.48,42.66,20.05,43.35,0,0,0,0,0,0,0,7.81,47.94,132.93,42.68,34.19,20.18,26.08,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-05,0,71.45,236.51,49.03,34.09,37.88,0,0,0,0,0,0,0,7.32,52.07,133.86,43.66,34.47,19.94,26.34,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-05,1,66.1,179.19,48.72,62.38,44.81,0,0,0,0,0,0,0,7.32,52.62,139.6,43.24,35.44,20.56,27.37,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-05,2,64.64,186.03,40.49,34.86,36.14,0,0,0,0,0,0,0,7.32,48.8,128.59,41.43,35.71,20.24,26.18,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-05,3,64.62,189.09,34.33,49.83,42.19,0,0,0,0,0,0,0,7.32,48.57,134.9,39.78,35.2,20.2,26.23,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-06,0,57.09,166.24,31.09,29.71,37.21,0,0,0,0,0,0,0,8.65,46.93,133.22,42.89,34.99,20.06,26.48,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-06,1,64.33,165.41,34.73,22.16,33.0,0,0,0,0,0,0,0,8.65,50.67,135.07,42.75,33.36,20.24,25.96,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-06,2,62.92,167.93,35.83,30.14,45.08,0,0,0,0,0,0,0,8.65,50.4,135.46,42.5,34.08,20.51,25.93,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-06,3,64.93,187.68,44.36,40.78,43.78,0,0,0,0,0,0,0,8.65,48.43,135.96,40.6,33.81,20.21,26.68,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-07,0,64.25,201.04,35.59,31.41,43.05,0,0,0,0,0,0,0,8.09,49.33,138.61,42.45,34.6,19.58,25.97,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-07,1,63.81,189.05,35.42,23.81,40.91,0,0,0,0,0,0,0,8.09,50.09,134.14,40.47,32.33,19.41,25.11,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-07,2,70.94,195.71,38.69,37.8,52.04,0,0,0,0,0,0,0,8.09,50.74,142.15,42.21,32.83,19.93,25.77,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-07,3,58.12,170.72,24.17,17.02,40.66,0,0,0,0,0,0,0,8.09,50.32,132.33,43.32,34.26,19.4,25.31,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-08,0,67.49,204.2,43.95,49.49,45.19,0,0,0,0,0,0,0,8.25,50.66,136.02,41.3,33.93,20.11,25.57,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-08,1,62.42,186.62,42.78,50.15,41.57,0,0,0,0,0,0,0,8.25,50.67,135.34,41.82,34.08,19.77,25.14,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-08,2,71.43,225.81,48.73,59.59,43.48,0,0,0,0,0,0,0,8.25,52.15,132.51,39.47,33.51,19.51,24.85,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-08,3,73.69,247.63,48.7,25.04,57.37,0,0,0,0,0,0,0,8.25,53.11,137.58,41.22,33.45,20.39,25.73,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-09,0,63.92,217.88,30.99,11.63,38.28,0,0,0,0,0,0,0,9.84,49.08,135.33,42.25,34.01,19.37,25.42,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-09,1,65.89,187.83,35.11,55.44,43.8,0,0,0,0,0,0,0,9.84,49.8,128.25,41.58,33.66,20.58,26.17,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-09,2,65.35,177.91,43.62,44.47,48.29,0,0,0,0,0,0,0,9.84,49.72,133.6,42.97,34.06,20.34,25.96,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-09,3,65.22,203.21,31.61,37.57,38.33,0,0,0,0,0,0,0,9.84,48.07,130.55,41.73,34.29,20.02,26.56,2,0,0,100,20,tenant-1,job-0
t0001,gpu-node-10,0,60.19,162.67,32.23,32.97,38.57,0,0,0,0,0,0,0,9.27,46.48,128.36,40.76,34.12,19.65,26.09,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-10,1,66.93,217.97,45.31,61.29,43.97,0,0,0,0,0,0,0,9.27,51.37,135.71,42.63,35.13,19.64,25.01,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-10,2,64.55,201.42,40.07,31.28,43.21,0,0,0,0,0,0,0,9.27,49.15,134.18,43.45,33.79,19.52,25.95,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-10,3,65.51,197.74,47.38,45.65,42.83,0,0,0,0,0,0,0,9.27,51.16,135.04,41.73,32.19,20.18,25.59,2,0,0,100,20,tenant-2,job-0
t0001,gpu-node-11,0,64.05,185.26,31.33,19.43,45.73,0,0,0,0,0,0,0,7.24,50.15,134.52,42.62,33.42,20.46,27.55,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-11,1,65.32,177.34,40.51,29.98,41.12,0,0,0,0,0,0,0,7.24,48.93,137.39,41.28,34.18,19.49,24.61,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-11,2,64.61,181.29,46.73,47.57,44.13,0,0,0,0,0,0,0,7.24,51.16,134.52,44.11,32.57,19.96,25.49,2,0,0,100,20,tenant-0,job-0
t0001,gpu-node-11,3,64.01,179.04,33.7,23.97,47.58,0,0,0,0,0,0,0,7.24,45.1,123.55,42.21,34.07,19.8,26.57,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-00,0,69.74,215.79,47.3,39.51,46.58,0,0,0,0,0,0,0,8.41,51.45,138.71,41.4,33.13,20.17,25.68,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-00,1,65.21,182.92,36.17,24.66,43.14,0,0,0,0,0,0,0,8.41,49.53,133.18,41.16,34.19,20.59,26.71,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-00,2,65.01,197.11,39.77,54.35,47.08,0,0,0,0,0,0,0,8.41,46.15,131.45,41.68,33.85,20.06,26.31,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-00,3,62.81,187.9,30.9,21.7,36.8,0,0,0,0,0,0,0,8.41,50.27,133.46,42.28,33.9,19.16,24.86,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-01,0,64.0,201.14,36.25,27.62,37.01,0,0,0,0,0,0,0,7.61,48.01,128.37,42.48,34.77,20.27,26.67,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-01,1,62.58,172.58,39.64,47.82,42.91,0,0,0,0,0,0,0,7.61,47.48,130.07,41.15,35.56,20.29,25.68,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-01,2,66.1,194.46,43.54,35.68,46.42,0,0,0,0,0,0,0,7.61,46.77,133.94,42.6,32.71,19.56,25.1,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-01,3,63.72,176.88,34.67,30.18,43.71,0,0,0,0,0,0,0,7.61,54.03,137.81,42.78,34.97,19.62,26.42,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-02,0,66.15,208.07,49.69,86.42,51.54,0,0,0,0,0,0,0,8.58,54.33,145.01,41.39,31.81,20.21,26.7,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-02,1,60.26,176.22,35.5,25.15,45.72,0,0,0,0,0,0,0,8.58,48.39,134.14,41.47,32.66,19.18,25.24,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-02,2,64.41,194.24,34.07,27.86,44.33,0,0,0,0,0,0,0,8.58,49.43,135.68,41.84,33.77,20.14,25.97,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-02,3,66.9,196.76,39.0,43.77,44.83,0,0,0,0,0,0,0,8.58,48.19,127.54,42.28,34.36,19.87,26.05,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-03,0,68.9,216.17,38.68,42.52,41.33,0,0,0,0,0,0,0,6.04,48.56,132.45,42.86,34.18,19.66,25.61,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-03,1,67.67,189.35,27.57,18.89,43.84,0,0,0,0,0,0,0,6.04,49.24,140.96,40.83,33.67,20.48,26.23,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-03,2,64.36,190.22,40.78,58.73,42.49,0,0,0,0,0,0,0,6.04,51.26,137.54,41.11,34.36,20.07,26.65,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-03,3,64.94,203.54,38.49,27.64,48.19,0,0,0,0,0,0,0,6.04,47.57,130.14,41.15,34.79,19.72,25.84,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-04,0,68.88,215.24,44.54,44.57,44.81,0,0,0,0,0,0,0,8.48,51.62,143.12,42.87,35.29,19.88,25.54,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-04,1,62.69,181.31,38.11,39.68,37.4,0,0,0,0,0,0,0,8.48,49.99,137.75,40.96,34.92,20.54,26.64,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-04,2,67.31,209.72,41.79,48.36,49.83,0,0,0,0,0,0,0,8.48,49.38,134.97,46.01,34.1,20.16,25.81,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-04,3,65.14,181.53,39.55,30.29,41.02,0,0,0,0,0,0,0,8.48,45.8,134.46,42.64,33.93,20.0,26.03,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-05,0,64.06,199.49,45.47,52.88,44.62,0,0,0,0,0,0,0,8.49,47.3,130.38,41.02,34.04,20.23,26.06,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-05,1,62.86,202.33,34.5,49.11,37.51,0,0,0,0,0,0,0,8.49,48.78,132.03,40.04,33.32,20.64,26.97,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-05,2,67.53,183.56,39.61,53.96,39.43,0,0,0,0,0,0,0,8.49,51.53,134.77,42.3,34.56,20.41,27.42,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-05,3,62.72,185.0,42.8,57.39,37.73,0,0,0,0,0,0,0,8.49,48.55,133.34,39.47,34.37,20.24,26.5,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-06,0,64.42,185.55,39.06,54.56,47.24,0,0,0,0,0,0,0,8.4,46.49,130.43,42.06,35.85,20.97,27.34,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-06,1,63.76,181.01,35.71,40.01,52.34,0,0,0,0,0,0,0,8.4,50.8,136.15,41.46,32.46,20.12,26.33,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-06,2,66.11,205.0,36.37,29.27,45.45,0,0,0,0,0,0,0,8.4,49.48,131.16,41.13,35.12,20.1,25.89,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-06,3,69.95,215.95,46.67,41.66,49.09,0,0,0,0,0,0,0,8.4,47.54,132.26,41.68,34.09,20.76,26.71,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-07,0,65.08,182.55,40.08,52.75,41.82,0,0,0,0,0,0,0,7.89,53.05,132.83,42.68,33.42,19.59,25.36,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-07,1,66.2,211.4,39.28,29.71,44.76,0,0,0,0,0,0,0,7.89,48.08,133.63,42.38,35.66,19.93,26.02,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-07,2,66.81,199.44,38.64,36.71,40.01,0,0,0,0,0,0,0,7.89,48.96,128.97,40.87,34.89,19.77,25.83,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-07,3,63.83,218.75,38.59,26.01,39.29,0,0,0,0,0,0,0,7.89,49.86,132.14,42.67,33.53,19.12,25.4,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-08,0,64.21,195.33,41.06,46.16,43.02,0,0,0,0,0,0,0,7.26,50.98,137.13,43.17,33.47,20.6,26.58,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-08,1,60.74,166.49,41.29,29.86,42.48,0,0,0,0,0,0,0,7.26,52.83,138.57,40.66,34.02,19.35,25.0,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-08,2,62.44,163.07,34.19,32.84,39.19,0,0,0,0,0,0,0,7.26,46.46,129.53,42.74,34.54,19.84,25.3,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-08,3,67.34,197.22,49.9,46.02,39.56,0,0,0,0,0,0,0,7.26,49.41,137.21,41.14,34.5,20.15,25.81,2,0,0,100,20,tenant-0,job-0
t0002,gpu-node-09,0,69.93,215.04,30.45,44.16,47.72,0,0,0,0,0,0,0,7.55,51.27,132.78,44.5,34.29,19.82,26.03,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-09,1,70.75,230.46,48.79,46.3,50.99,0,0,0,0,0,0,0,7.55,51.3,132.59,39.86,33.91,20.39,26.64,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-09,2,62.31,171.3,25.93,16.48,38.28,0,0,0,0,0,0,0,7.55,44.86,125.49,42.53,33.98,20.34,26.15,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-09,3,64.23,197.69,39.79,26.96,42.29,0,0,0,0,0,0,0,7.55,50.32,134.17,41.19,34.5,19.46,26.04,2,0,0,100,20,tenant-1,job-0
t0002,gpu-node-10,0,69.15,199.12,35.35,40.44,46.42,0,0,0,0,0,0,0,8.56,48.95,136.15,42.33,34.47,19.81,26.8,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-10,1,67.73,211.46,36.13,45.51,42.44,0,0,0,0,0,0,0,8.56,51.32,134.15,41.38,32.58,19.63,26.12,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-10,2,72.16,224.24,49.09,32.3,41.0,0,0,0,0,0,0,0,8.56,51.43,139.7,42.45,33.38,20.34,26.06,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-10,3,64.18,183.41,36.11,45.16,36.22,0,0,0,0,0,0,0,8.56,44.27,125.42,43.1,35.64,19.94,26.26,2,0,0,100,20,tenant-2,job-0
t0002,gpu-node-11,0,69.54,225.98,45.99,47.25,45.22,0,0,0,0,0,0,0,8.38,46.29,126.31,41.52,34.13,19.18,25.94,2,0,0,100,20,tenant-0,job-0
